text,language,category,text_clean,char_len,category_merged
"दिग्गज सलीम दुर्रानी का निधन, काबुल में पैदा हुआ क्रिकेटर प्रशंसकों की मांग पर छक्का जड़ने के लिए था मशहूर",hindi,sports,"दिग्गज सलीम दुर्रानी का निधन, काबुल में पैदा हुआ क्रिकेटर प्रशंसकों की मांग पर छक्का जड़ने के लिए था मशहूर",106,sports
"‘काश मैं रोहित की कप्तानी में खेल पाता’, 900+ विकेट लेने इरफान पठान को जानिए क्यों है यह अफसोस",hindi,sports,"‘काश मैं रोहित की कप्तानी में खेल पाता’, 900+ विकेट लेने इरफान पठान को जानिए क्यों है यह अफसोस",94,sports
IND vs PAK Playing 11: पाकिस्तान के खिलाफ इशान और राहुल में से कौन होगा रोहित की पसंद? यह है दोनों की संभावित प्लेइंग 11,hindi,sports,IND vs PAK Playing 11: पाकिस्तान के खिलाफ इशान और राहुल में से कौन होगा रोहित की पसंद? यह है दोनों की संभावित प्लेइंग 11,120,sports
"RCB vs LSG: कोहली को आउट करने के लिए अमित मिश्रा ने तोड़ा IPL का बड़ा नियम, फैंस ने पकड़ी गलती",hindi,sports,"RCB vs LSG: कोहली को आउट करने के लिए अमित मिश्रा ने तोड़ा IPL का बड़ा नियम, फैंस ने पकड़ी गलती",94,sports
IPL 2023: विराट कोहली ने बताया टीम इंडिया में कौन है उनका सबसे पक्का दोस्त जिनके साथ बचपन से ही है उनकी यारी,hindi,sports,IPL 2023: विराट कोहली ने बताया टीम इंडिया में कौन है उनका सबसे पक्का दोस्त जिनके साथ बचपन से ही है उनकी यारी,108,sports
"Asia Cup: एशिया कप में पाकिस्तान के खिलाफ कोहली की इस पारी पर गंभीर हैं फिदा, बताया वनडे की सर्वकालिक महान पारी",hindi,sports,"Asia Cup: एशिया कप में पाकिस्तान के खिलाफ कोहली की इस पारी पर गंभीर हैं फिदा, बताया वनडे की सर्वकालिक महान पारी",111,sports
"IPL 2023: टेस्ट स्पेशलिस्ट अजिंक्य रहाणे कैसे बन गए सिक्सर किंग, CSK कैंप में छुपा ‘जिंक्स’ की कामयाबी का राज",hindi,sports,"IPL 2023: टेस्ट स्पेशलिस्ट अजिंक्य रहाणे कैसे बन गए सिक्सर किंग, CSK कैंप में छुपा ‘जिंक्स’ की कामयाबी का राज",109,sports
"IND vs AUS: 100 टेस्ट खेल चुके चेतेश्वर पुजारा पर भड़के रवि शास्त्री, लेकिन 13 रन बनाने वाले शुभमन गिल पर दिखे नरम",hindi,sports,"IND vs AUS: 100 टेस्ट खेल चुके चेतेश्वर पुजारा पर भड़के रवि शास्त्री, लेकिन 13 रन बनाने वाले शुभमन गिल पर दिखे नरम",114,sports
"IPL 2023: विराट कोहली ने जड़ा आईपीएल करियर का छठा शतक, क्रिस गेल के रिकॉर्ड की कर ली बराबरी",hindi,sports,"IPL 2023: विराट कोहली ने जड़ा आईपीएल करियर का छठा शतक, क्रिस गेल के रिकॉर्ड की कर ली बराबरी",91,sports
"IND vs AUS: एडम जम्पा का रिकॉर्ड तोड़ने से चूके कैमरन ग्रीन, ऑस्ट्रेलियाई गेंदबाजों के शर्मनाक क्लब में नाम दर्ज",hindi,sports,"IND vs AUS: एडम जम्पा का रिकॉर्ड तोड़ने से चूके कैमरन ग्रीन, ऑस्ट्रेलियाई गेंदबाजों के शर्मनाक क्लब में नाम दर्ज",112,sports
"IND vs AUS: मोहाली वनडे में सबसे ज्यादा पिटे शार्दुल ठाकुर, सोशल मीडिया पर फैंस ने लगाई क्लास",hindi,sports,"IND vs AUS: मोहाली वनडे में सबसे ज्यादा पिटे शार्दुल ठाकुर, सोशल मीडिया पर फैंस ने लगाई क्लास",93,sports
"WTC Final में कॉमेंट्री के दौरान जस्टिन लैंगर का खुलासा,अजिंक्य रहाणे को ऑस्ट्रेलिया में इस महान खिलाड़ी की मिली थी सलाह",hindi,sports,"WTC Final में कॉमेंट्री के दौरान जस्टिन लैंगर का खुलासा,अजिंक्य रहाणे को ऑस्ट्रेलिया में इस महान खिलाड़ी की मिली थी सलाह",120,sports
"IND vs WI: ‘सरफराज खान का व्यवहार अपमानजनक नहीं, बेटे की तरह मानते हैं चंद्रकांत पंडित’",hindi,sports,"IND vs WI: ‘सरफराज खान का व्यवहार अपमानजनक नहीं, बेटे की तरह मानते हैं चंद्रकांत पंडित’",87,sports
"World Cup: वर्ल्ड कप में कौन होगा भारत का ट्रंप कार्ड, सेमीफाइनल में पहुंचेंगी कौन-कौन टीमें; सुरेश रैना ने बताए नाम",hindi,sports,"World Cup: वर्ल्ड कप में कौन होगा भारत का ट्रंप कार्ड, सेमीफाइनल में पहुंचेंगी कौन-कौन टीमें; सुरेश रैना ने बताए नाम",116,sports
"IPL 2023, SRH Team: मयंक अग्रवाल या इस गेंदबाज के हाथों में होगी कमान? राजस्थान रॉयल्स के खिलाफ ऐसी हो सकती है सनराइजर्स की प्लेइंग 11",hindi,sports,"IPL 2023, SRH Team: मयंक अग्रवाल या इस गेंदबाज के हाथों में होगी कमान? राजस्थान रॉयल्स के खिलाफ ऐसी हो सकती है सनराइजर्स की प्लेइंग 11",134,sports
"Wrestlers Protest: BKU ने पहलवानों से कहा- पदकों को गंगा में नहीं बहाओ, नीलाम कर दो; दिल्ली के बॉर्डर बंद करने का भी किया ऐलान",hindi,sports,"Wrestlers Protest: BKU ने पहलवानों से कहा- पदकों को गंगा में नहीं बहाओ, नीलाम कर दो; दिल्ली के बॉर्डर बंद करने का भी किया ऐलान",126,sports
"IND vs PAK: भारत के खिलाफ वनडे में बाबर आजम का रिकॉर्ड है बेहद खराब, नहीं लगा पाए हैं एक भी अर्धशतक",hindi,sports,"IND vs PAK: भारत के खिलाफ वनडे में बाबर आजम का रिकॉर्ड है बेहद खराब, नहीं लगा पाए हैं एक भी अर्धशतक",99,sports
"Wrestlers Protest: पहलवानों के समर्थन में उतरे छह बार के ओलंपियन, कहा- यह हमारे खेल इतिहास का काला समय है",hindi,sports,"Wrestlers Protest: पहलवानों के समर्थन में उतरे छह बार के ओलंपियन, कहा- यह हमारे खेल इतिहास का काला समय है",105,sports
"महिला कैरेबियन प्रीमियर लीग के पहले ही मैच में RCB की ओपनर का तूफानी शतक, टीम को नहीं दिला सकीं जीत",hindi,sports,"महिला कैरेबियन प्रीमियर लीग के पहले ही मैच में RCB की ओपनर का तूफानी शतक, टीम को नहीं दिला सकीं जीत",99,sports
"IPL 2023: शुभमन गिल में सचिन तेंदुलकर और विराट कोहली जैसा बनने की क्षमता, RR के इस ओपनर की भी होगी टीम में एंट्री; बोले रॉबिन उथप्पा",hindi,sports,"IPL 2023: शुभमन गिल में सचिन तेंदुलकर और विराट कोहली जैसा बनने की क्षमता, RR के इस ओपनर की भी होगी टीम में एंट्री; बोले रॉबिन उथप्पा",132,sports
"IPL 2023: वीरेंद्र सहवाग ने यशस्वी जायसवाल को बताया भविष्य का सितारा, कहा – विराट कोहली से युवा खिलाड़ी ने सीखी यह कला",hindi,sports,"IPL 2023: वीरेंद्र सहवाग ने यशस्वी जायसवाल को बताया भविष्य का सितारा, कहा – विराट कोहली से युवा खिलाड़ी ने सीखी यह कला",118,sports
"Asian Games से पहले टेबल टेनिस से आई खुश खबरी, एशियन चैंपियनशिप में पक्का हुआ मेडल",hindi,sports,"Asian Games से पहले टेबल टेनिस से आई खुश खबरी, एशियन चैंपियनशिप में पक्का हुआ मेडल",82,sports
"Shooting World Championship:अमनप्रीत सिंह ने दिलाया 5वां गोल्ड, भारत पदक जीतने के मामले में दूसरे नंबर पर",hindi,sports,"Shooting World Championship:अमनप्रीत सिंह ने दिलाया 5वां गोल्ड, भारत पदक जीतने के मामले में दूसरे नंबर पर",105,sports
"RCB vs KKR Live Streaming: पिछली बार कोलकाता के स्पिनर्स के सामने लड़खड़ा गई थी बैंगलोर, अब फाफ डुप्लेसिस की नितीश राणा से बदला लेने पर नजर",hindi,sports,"RCB vs KKR Live Streaming: पिछली बार कोलकाता के स्पिनर्स के सामने लड़खड़ा गई थी बैंगलोर, अब फाफ डुप्लेसिस की नितीश राणा से बदला लेने पर नजर",139,sports
"स्पोर्ट्स कॉम्पलेक्स बनने वाली जगह पर सरकारी ऑफिस बनने से नाराज गांव वाले दे रहे धरना, दिल्ली सरकार पर उठाए सवाल",hindi,sports,"स्पोर्ट्स कॉम्पलेक्स बनने वाली जगह पर सरकारी ऑफिस बनने से नाराज गांव वाले दे रहे धरना, दिल्ली सरकार पर उठाए सवाल",112,sports
"IPL 2023: वेंकटेश प्रसाद के निशाने पर केएल राहुल, गुजरात के खिलाफ लखनऊ से नहीं बने 35 गेंद पर 30 रन तो किया ट्वीट",hindi,sports,"IPL 2023: वेंकटेश प्रसाद के निशाने पर केएल राहुल, गुजरात के खिलाफ लखनऊ से नहीं बने 35 गेंद पर 30 रन तो किया ट्वीट",113,sports
"WTC Final: भारतीय टॉप ऑर्डर बल्लेबाजों की अंग्रेज खिलाड़ी ने उड़ाई खिल्ली, कहा- बाबर आजम से तेज घूमती गेंद खेलना सीखो",hindi,sports,"WTC Final: भारतीय टॉप ऑर्डर बल्लेबाजों की अंग्रेज खिलाड़ी ने उड़ाई खिल्ली, कहा- बाबर आजम से तेज घूमती गेंद खेलना सीखो",117,sports
"42 गेंदों पर ठोका शतक, लगा दी छक्कों की लाइन, अकेले लड़ते रहे हैरी ब्रूक टीम को फिर भी नहीं दिला सके जीत",hindi,sports,"42 गेंदों पर ठोका शतक, लगा दी छक्कों की लाइन, अकेले लड़ते रहे हैरी ब्रूक टीम को फिर भी नहीं दिला सके जीत",104,sports
"गौतम गंभीर ने विराट कोहली के ‘दुश्मन’ को दी जन्मदिन की बधाई, इंस्टाग्राम पोस्ट के जरिए कहा- कभी बदलना मत",hindi,sports,"गौतम गंभीर ने विराट कोहली के ‘दुश्मन’ को दी जन्मदिन की बधाई, इंस्टाग्राम पोस्ट के जरिए कहा- कभी बदलना मत",104,sports
"WTC FInal में शतक और एशेज के पहले ही टेस्ट में अर्द्धशतक, इस ऑस्ट्रेलियाई बल्लेबाज के शानदार हैं आंकड़े",hindi,sports,"WTC FInal में शतक और एशेज के पहले ही टेस्ट में अर्द्धशतक, इस ऑस्ट्रेलियाई बल्लेबाज के शानदार हैं आंकड़े",103,sports
Ashes में लिया जोखिम क्या स्टीव स्मिथ को वर्ल्ड कप में पड़ेगा भारी? फैंस और मैनेजमेंट की बढ़ी टेंशन,hindi,sports,Ashes में लिया जोखिम क्या स्टीव स्मिथ को वर्ल्ड कप में पड़ेगा भारी? फैंस और मैनेजमेंट की बढ़ी टेंशन,99,sports
"मोहम्मद कैफ ने कही केएल राहुल के लिए इशान किशन को ड्रॉप करने की बात,गंभीर ने पूछा- वर्ल्ड कप जीतने के लिए नाम जरूरी या फॉर्म?",hindi,sports,"मोहम्मद कैफ ने कही केएल राहुल के लिए इशान किशन को ड्रॉप करने की बात,गंभीर ने पूछा- वर्ल्ड कप जीतने के लिए नाम जरूरी या फॉर्म?",125,sports
"Wrestlers Protest: दिल्ली पुलिस ने गीता फोगाट को हिरासत में लिया, महावीर फोगाट का ऐलान- इंसाफ नहीं मिला तो घेर लेंगे दिल्ली",hindi,sports,"Wrestlers Protest: दिल्ली पुलिस ने गीता फोगाट को हिरासत में लिया, महावीर फोगाट का ऐलान- इंसाफ नहीं मिला तो घेर लेंगे दिल्ली",123,sports
"VIDEO: उमरान मलिक या मार्क वुड नहीं योहान ब्लेक हैं यह गेंदबाज, फर्राटा धावक ने ‘बुलेट’ की रफ्तार से डाली बाउंसर",hindi,sports,"VIDEO: उमरान मलिक या मार्क वुड नहीं योहान ब्लेक हैं यह गेंदबाज, फर्राटा धावक ने ‘बुलेट’ की रफ्तार से डाली बाउंसर",112,sports
"PAK vs BAN Asia Cup: पाकिस्तान ने बांग्लादेश को 7 विकेट हराया, इमाम-रिजवान की फीफ्टी; रऊफ-नसीम की शानदार बॉलिंग",hindi,sports,"PAK vs BAN Asia Cup: पाकिस्तान ने बांग्लादेश को 7 विकेट हराया, इमाम-रिजवान की फीफ्टी; रऊफ-नसीम की शानदार बॉलिंग",111,sports
"RCB vs RR: विराट कोहली का टी20 क्रिकेट में बड़ा कीर्तिमान, राजस्थान के खिलाफ मैदान पर उतरते ही रचा इतिहास",hindi,sports,"RCB vs RR: विराट कोहली का टी20 क्रिकेट में बड़ा कीर्तिमान, राजस्थान के खिलाफ मैदान पर उतरते ही रचा इतिहास",105,sports
IPL 2023 Final से पहले चेन्नई ने गुजरात को दी चेतावनी! स्टैंड में हेलमेट पहनकर बैठें दर्शक; देखें Video,hindi,sports,IPL 2023 Final से पहले चेन्नई ने गुजरात को दी चेतावनी! स्टैंड में हेलमेट पहनकर बैठें दर्शक; देखें Video,103,sports
"IRE vs BAN: IPL 2023 छोड़कर गए गेंदबाज का इंग्लैंड में कहर, अंतिम गेंद पर 4 रन से जीता बांग्लादेश; सीरीज पर भी कब्जा",hindi,sports,"IRE vs BAN: IPL 2023 छोड़कर गए गेंदबाज का इंग्लैंड में कहर, अंतिम गेंद पर 4 रन से जीता बांग्लादेश; सीरीज पर भी कब्जा",116,sports
"MI vs KKR: अर्जुन तेंदुलकर का IPL डेब्यू, 2 साल के इंतजार के बाद मिला मौका",hindi,sports,"MI vs KKR: अर्जुन तेंदुलकर का IPL डेब्यू, 2 साल के इंतजार के बाद मिला मौका",74,sports
"CSK vs GT Pitch Report: अहमदाबाद में 29 मई की शाम भी हो सकती है बारिश, क्या गुजरात टाइटंस बनेगी चैंपियन? पढ़ें वेदर और पिच रिपोर्ट",hindi,sports,"CSK vs GT Pitch Report: अहमदाबाद में 29 मई की शाम भी हो सकती है बारिश, क्या गुजरात टाइटंस बनेगी चैंपियन? पढ़ें वेदर और पिच रिपोर्ट",130,sports
"WPL में अगले साल IPL का यह नियम होगा लागू, लेकिन नहीं बढ़ेगी टीमों की संख्या",hindi,sports,"WPL में अगले साल IPL का यह नियम होगा लागू, लेकिन नहीं बढ़ेगी टीमों की संख्या",76,sports
"Wrestlers Protest: दो पहलवानों ने पुलिस से कहा- सांस रोकने के बहाने बृजभूषण ने स्तन और पेट छुए, रेस्तरां और ऑफिस में किया यौन उत्पीड़न",hindi,sports,"Wrestlers Protest: दो पहलवानों ने पुलिस से कहा- सांस रोकने के बहाने बृजभूषण ने स्तन और पेट छुए, रेस्तरां और ऑफिस में किया यौन उत्पीड़न",134,sports
"लोग हाथ छोड़ देते हैं जब आप…, चोटिल पृथ्वी शॉ का दर्द भरा इंस्टाग्राम पोस्ट",hindi,sports,"लोग हाथ छोड़ देते हैं जब आप…, चोटिल पृथ्वी शॉ का दर्द भरा इंस्टाग्राम पोस्ट",75,sports
"अंबाती रायुडू भारत के लिए इस फॉर्मेट में एक भी मैच खेले बिना IPL में 200 मैच खेलने वाले पहले बल्लेबाज बने, धोनी, रोहित, कोहली की इस लिस्ट में भी शामिल",hindi,sports,"अंबाती रायुडू भारत के लिए इस फॉर्मेट में एक भी मैच खेले बिना IPL में 200 मैच खेलने वाले पहले बल्लेबाज बने, धोनी, रोहित, कोहली की इस लिस्ट में भी शामिल",150,sports
"IPL 2023: सच होने वाला है नितिन मेनन का सपना, एशेज सीरीज के दो टेस्ट मैच में करेंगे अंपायरिंग",hindi,sports,"IPL 2023: सच होने वाला है नितिन मेनन का सपना, एशेज सीरीज के दो टेस्ट मैच में करेंगे अंपायरिंग",93,sports
"Sania Mirza and Shoaib Malik: सानिया मिर्जा के साथ अलगाव पर शोएब मलिक ने बताई सच्चाई, क्या दोनों लेने वाले हैं तलाक या नहीं",hindi,sports,"Sania Mirza and Shoaib Malik: सानिया मिर्जा के साथ अलगाव पर शोएब मलिक ने बताई सच्चाई, क्या दोनों लेने वाले हैं तलाक या नहीं",123,sports
"IND vs SL: कुलदीप यादव के लिए ‘धोनी’ बने केएल राहुल, जानें विकेट के पीछे से कैसे पलटा मैच",hindi,sports,"IND vs SL: कुलदीप यादव के लिए ‘धोनी’ बने केएल राहुल, जानें विकेट के पीछे से कैसे पलटा मैच",89,sports
"IPL 2023: नहीं मान रहे नवीन उल हक! विराट कोहली के आउट होते ही शेयर की स्टोरी, हार पर RCB को भी किया ट्रोल",hindi,sports,"IPL 2023: नहीं मान रहे नवीन उल हक! विराट कोहली के आउट होते ही शेयर की स्टोरी, हार पर RCB को भी किया ट्रोल",105,sports
"Wrestlers Protest: डरा-धमका तो कभी लालच देकर बृजभूषण सिंह ने की यौन संबंध बनाने की कोशिश, जानें दोनों FIR में पहलवानों ने लगाए क्या आरोप",hindi,sports,"Wrestlers Protest: डरा-धमका तो कभी लालच देकर बृजभूषण सिंह ने की यौन संबंध बनाने की कोशिश, जानें दोनों FIR में पहलवानों ने लगाए क्या आरोप",136,sports
"IND vs WI: चेतेश्वर पुजारा की छुट्टी तो मोहम्मद शमी को आराम, उमरान मलिक और संजू सैमसन को लेकर भी बड़ा अपडेट",hindi,sports,"IND vs WI: चेतेश्वर पुजारा की छुट्टी तो मोहम्मद शमी को आराम, उमरान मलिक और संजू सैमसन को लेकर भी बड़ा अपडेट",107,sports
"बचपन से जो अखबार पढ़ा है, वह भी फेक न्यूज छापने लगा अब; विराट कोहली ने Instagram से कमाई के बाद फार्महाउस पर छपी खबर को बताया झूठी",hindi,sports,"बचपन से जो अखबार पढ़ा है, वह भी फेक न्यूज छापने लगा अब; विराट कोहली ने Instagram से कमाई के बाद फार्महाउस पर छपी खबर को बताया झूठी",130,sports
"5G कनेक्टिविटी वाला Apple का iPhone SE 2022 लॉन्‍च, iPad Air और M1 Ultra की भी हुई घोषणा; जानें डिटेल्‍स",hindi,technology,"5G कनेक्टिविटी वाला Apple का iPhone SE 2022 लॉन्च, iPad Air और M1 Ultra की भी हुई घोषणा; जानें डिटेल्स",102,technology
"लॉन्च हुआ 6000mAh बैटरी और 50MP कैमरे वाला Vivo Y72t स्मार्टफोन, जानें कीमत",hindi,technology,"लॉन्च हुआ 6000mAh बैटरी और 50MP कैमरे वाला Vivo Y72t स्मार्टफोन, जानें कीमत",75,technology
"Airtel Disney+ Hotstar Plan: एयरटेल का अनूठा ऑफर, 199 रुपये में डिज्नी+ हॉटस्टार और Xstream Premium प्लान फ्री",hindi,technology,"Airtel Disney+ Hotstar Plan: एयरटेल का अनूठा ऑफर, 199 रुपये में डिज्नी+ हॉटस्टार और Xstream Premium प्लान फ्री",110,technology
"65W फास्ट चार्जिंग सपोर्ट के साथ इसी महीने लॉन्च होगा OnePlus Nord CE 2 5G स्मार्टफोन, बजट में मिलेगा 64MP का कैमरा",hindi,technology,"65W फास्ट चार्जिंग सपोर्ट के साथ इसी महीने लॉन्च होगा OnePlus Nord CE 2 5G स्मार्टफोन, बजट में मिलेगा 64MP का कैमरा",115,technology
Motorola Edge 30 Ultra vs OnePlus 10T: किसमें कितना है दम? किसे खरीदना है फायदेमंद?,hindi,technology,Motorola Edge 30 Ultra vs OnePlus 10T: किसमें कितना है दम? किसे खरीदना है फायदेमंद?,83,technology
iPhone 15 Series: आईफोन जैसे मैचिंग कलर के साथ मिलेगी ब्रेडेड USB-C केबल! जानें ऐप्पल के नए फोन में क्या-कुछ होगा खास,hindi,technology,iPhone 15 Series: आईफोन जैसे मैचिंग कलर के साथ मिलेगी ब्रेडेड USB-C केबल! जानें ऐप्पल के नए फोन में क्या-कुछ होगा खास,117,technology
"JioPhone 5G: रिलायंस के पहले सस्ते 5G स्मार्टफोन से 28 अगस्त को उठ सकता है पर्दा, जानें क्या होगा खास",hindi,technology,"JioPhone 5G: रिलायंस के पहले सस्ते 5G स्मार्टफोन से 28 अगस्त को उठ सकता है पर्दा, जानें क्या होगा खास",101,technology
"Xiaomi Smart TV: धूम मचाने भारत आए 43, 50, 55 और 65 इंच स्क्रीन वाले स्मार्ट टीवी, कम दाम में पावरफुल फीचर्स",hindi,technology,"Xiaomi Smart TV: धूम मचाने भारत आए 43, 50, 55 और 65 इंच स्क्रीन वाले स्मार्ट टीवी, कम दाम में पावरफुल फीचर्स",108,technology
"Redmi Note 11 Pro की लॉन्चिंग डेट हुई कन्‍फर्म, जानिए कैसे होंगे फीचर्स और स्पेसिफिकेशन",hindi,technology,"Redmi Note 11 Pro की लॉन्चिंग डेट हुई कन्फर्म, जानिए कैसे होंगे फीचर्स और स्पेसिफिकेशन",86,technology
"AI-Powered Robots: लॉन्च हुआ इंसानी दिमाग जैसा AI रोबोट, मचाएगा तहलका, अब ऑफिस में भी रोबोट का होगा जलवा",hindi,technology,"AI-Powered Robots: लॉन्च हुआ इंसानी दिमाग जैसा AI रोबोट, मचाएगा तहलका, अब ऑफिस में भी रोबोट का होगा जलवा",104,technology
"Moto G73 5G: 5000mAh बैटरी और 50MP कैमरे वाले स्मार्टफोन की आज पहली सेल, जानें दाम व ऑफर्स",hindi,technology,"Moto G73 5G: 5000mAh बैटरी और 50MP कैमरे वाले स्मार्टफोन की आज पहली सेल, जानें दाम व ऑफर्स",90,technology
"Tech News Update 1 August: लॉन्च हुई 1 लाख रुपये वाली स्मार्टवॉच, OnePlus Nord Buds CE की भारत में एंट्री",hindi,technology,"Tech News Update 1 August: लॉन्च हुई 1 लाख रुपये वाली स्मार्टवॉच, OnePlus Nord Buds CE की भारत में एंट्री",105,technology
"स्‍टाइलिश लुक के साथ आ रहा Vmoto Electric Scooter फ्लीट कॉन्सेप्ट fo1 , सिंगल चार्ज में 90Km की है रेंज",hindi,technology,"स्टाइलिश लुक के साथ आ रहा Vmoto Electric Scooter फ्लीट कॉन्सेप्ट fo1 , सिंगल चार्ज में 90Km की है रेंज",102,technology
"Threads: वेब वर्जन पर आ रहा Meta का थ्रेड्स, कब होगा लॉन्च? जानें सभी डिटेल",hindi,technology,"Threads: वेब वर्जन पर आ रहा Meta का थ्रेड्स, कब होगा लॉन्च? जानें सभी डिटेल",75,technology
"Google Pixel 7, Pixel 7 Pro की बिक्री आज से भारत में शुरू, जानें दाम व सारे ऑफर्स",hindi,technology,"Google Pixel 7, Pixel 7 Pro की बिक्री आज से भारत में शुरू, जानें दाम व सारे ऑफर्स",81,technology
"एमजी मोटर्स ZS EV का फेसलिफ्ट वर्जन फरवरी में करेगी लॉन्च, 500km की रेंज के साथ मिलेंगी ये खूबियां, जानिए सबकुछ",hindi,technology,"एमजी मोटर्स ZS EV का फेसलिफ्ट वर्जन फरवरी में करेगी लॉन्च, 500km की रेंज के साथ मिलेंगी ये खूबियां, जानिए सबकुछ",111,technology
"Redmi K60 लॉन्च से पहले ऑनलाइन दिखा, 67W फास्ट चार्जिंग के साथ हो सकता है लॉन्च",hindi,technology,"Redmi K60 लॉन्च से पहले ऑनलाइन दिखा, 67W फास्ट चार्जिंग के साथ हो सकता है लॉन्च",79,technology
"Apple Lockdown Mode: फोन और लैपटॉप में नहीं घुस पाएगा कोई वायरस, मिलेगी ‘एक्स्ट्रीम’ सिक्योरिटी",hindi,technology,"Apple Lockdown Mode: फोन और लैपटॉप में नहीं घुस पाएगा कोई वायरस, मिलेगी ‘एक्स्ट्रीम’ सिक्योरिटी",95,technology
"Realme 11x 5G: 64MP कैमरे और 128GB स्टोरेज वाले स्मार्टफोन की बिक्री आज से शुरू, जानें दाम",hindi,technology,"Realme 11x 5G: 64MP कैमरे और 128GB स्टोरेज वाले स्मार्टफोन की बिक्री आज से शुरू, जानें दाम",90,technology
"iPhone 14 Pro जैसा स्मार्टफोन 11000 रुपये से कम में लॉन्च, जानें सारे फीचर्स",hindi,technology,"iPhone 14 Pro जैसा स्मार्टफोन 11000 रुपये से कम में लॉन्च, जानें सारे फीचर्स",76,technology
"भारत में भी फेसबुक और इंस्टाग्राम मेटा वेरीफाइड शुरू, जानें क्या है प्रोसेस और कितना है प्राइस",hindi,technology,"भारत में भी फेसबुक और इंस्टाग्राम मेटा वेरीफाइड शुरू, जानें क्या है प्रोसेस और कितना है प्राइस",94,technology
"Amazon Great Freedom Festival: 4 अगस्त से ग्रेट फ्रीडम फेस्टिवल, टीवी, फ्रिज AC और वॉशिंग मशीन पर 60% तक छूट",hindi,technology,"Amazon Great Freedom Festival: 4 अगस्त से ग्रेट फ्रीडम फेस्टिवल, टीवी, फ्रिज AC और वॉशिंग मशीन पर 60% तक छूट",108,technology
"Wiko 5G: 108MP कैमरा, 256GB स्टोरेज वाला स्मार्टफोन लॉन्च, जानें कीमत",hindi,technology,"Wiko 5G: 108MP कैमरा, 256GB स्टोरेज वाला स्मार्टफोन लॉन्च, जानें कीमत",69,technology
"3000 रुपये से कम में Nokia 150, Nokia 130 की भारत में एंट्री, जानें दाम से लेकर फीचर्स तक हर जानकारी",hindi,technology,"3000 रुपये से कम में Nokia 150, Nokia 130 की भारत में एंट्री, जानें दाम से लेकर फीचर्स तक हर जानकारी",100,technology
"Realme Narzo N55: महंगे ऐप्पल आईफोन जैसे फीचर वाले रियलमी फोन की सेल भारत में शुरू, पहली सेल में डिस्काउंट",hindi,technology,"Realme Narzo N55: महंगे ऐप्पल आईफोन जैसे फीचर वाले रियलमी फोन की सेल भारत में शुरू, पहली सेल में डिस्काउंट",106,technology
मिथक बनाम आधुनिक तकनीक: धरातल पर आता सोच का विज्ञान,hindi,technology,मिथक बनाम आधुनिक तकनीक: धरातल पर आता सोच का विज्ञान,51,technology
"Republic Day 2022: 26 जनवरी को Delhi Metro से इन रूटों पर नहीं कर सकेंगे सफर, जारी हुआ नया शेड्यूल",hindi,technology,"Republic Day 2022: 26 जनवरी को Delhi Metro से इन रूटों पर नहीं कर सकेंगे सफर, जारी हुआ नया शेड्यूल",98,technology
"Infinix Note 30 Series की मार्केट में एंट्री, एक साथ लॉन्च हुए 5000mAh बैटरी वाले 3 नए स्मार्टफोन, पूरी डिटेल",hindi,technology,"Infinix Note 30 Series की मार्केट में एंट्री, एक साथ लॉन्च हुए 5000mAh बैटरी वाले 3 नए स्मार्टफोन, पूरी डिटेल",109,technology
"Amazon Great Summer Sale: अब तक के सबसे कम दाम पर बिकेंगे रेडमी, रियलमी, शाओमी के पावरफुल स्मार्टफोन",hindi,technology,"Amazon Great Summer Sale: अब तक के सबसे कम दाम पर बिकेंगे रेडमी, रियलमी, शाओमी के पावरफुल स्मार्टफोन",100,technology
"अनोखे डिजाइन वाले Nothing Phone 1 के दाम में भारी कटौती, जानें सारी खासियतें",hindi,technology,"अनोखे डिजाइन वाले Nothing Phone 1 के दाम में भारी कटौती, जानें सारी खासियतें",76,technology
"भारत में लॉन्च हुआ 43 इंच स्क्रीन वाला Infinix 43 Y1 TV स्मार्ट टीवी, दाम 15000 रुपये से कम",hindi,technology,"भारत में लॉन्च हुआ 43 इंच स्क्रीन वाला Infinix 43 Y1 TV स्मार्ट टीवी, दाम 15000 रुपये से कम",91,technology
"Whatsapp New Update: इंतजार खत्म! व्हाट्सऐप पर अब हाई-क्वॉलिटी में भेजें फोटो, ब्लर होने का झंझट खत्म",hindi,technology,"Whatsapp New Update: इंतजार खत्म! व्हाट्सऐप पर अब हाई-क्वॉलिटी में भेजें फोटो, ब्लर होने का झंझट खत्म",101,technology
WhatsApp Private Reply: प्राइवेट रिप्लाई फीचर क्या है? जानें ऐप और व्हाट्सऐप वेब पर इस्तेमाल करने का तरीका,hindi,technology,WhatsApp Private Reply: प्राइवेट रिप्लाई फीचर क्या है? जानें ऐप और व्हाट्सऐप वेब पर इस्तेमाल करने का तरीका,106,technology
"Nokia T21 Tablet: बड़ी बैटरी और डिस्प्ले के साथ ऑनलाइन कॉन्टेन्ट देखने में आएगा मजा, कम दाम में मजबूत बॉडी",hindi,technology,"Nokia T21 Tablet: बड़ी बैटरी और डिस्प्ले के साथ ऑनलाइन कॉन्टेन्ट देखने में आएगा मजा, कम दाम में मजबूत बॉडी",106,technology
